Sr. No.,Jun DUNs,May DUNs,legal_nm,dba_nm,alt_bus_nm,bus1_address1,bus1_address2,bus1_city,bus1_state_cd,Action Code,Action Code Details,Final DUNS,Comments,Weblinks,June/May,Location,Company Name on D&B,Address on D&B,Contact Number,DUNS As Per CP,Headquarter DUNS
,37127828,809066681,KVAERNER INC,KVAERNER INC,,2100 KITTY HAWK AVE,,PHILADELPHIA,PA,A,Accepted original DUNS based on input data given,37127828,"We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find same company name with different address.

",,June,Single Location,Philadelphia Shi Kvaerner," 2100 Kitty Hawk Ave
Philadelphia, PA 19112-1895,
United States ",215-875-2725 ,,
,6904015,185705456,SANTA CATALINA IS CO,SANTA CATALINA IS CO,,PO BOX 2019,,AVALON,CA,D,After research on the web found possible DUNS,6904015/185705456,"On hoovers for JUNE DUNS we found company name ""SANTA CATALINA ISLAND COMPANY"" and for MAY DUNS we found company name ""Catalina Island Golf Course"" and address matches for both. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters/Single Location,SANTA CATALINA ISLAND COMPANY," 150 Metropole Ave
Avalon, CA 90704,
United States ",310-510-2000,6904015/185705456,6904015
,78537873,839867277,MADAMETUSSAUDSNY LLC,MADAMETUSSAUDSNY LLC,,234 W 42ND ST,,NEW YORK,NY,D,After research on the web found possible DUNS,78537873/839867277,"On hoovers for JUNE DUNS we found company name ""Madame Tussaud's New York LLC"" and for MAY DUNS we found company name ""THE TUSSAUDS GROUP INC"" and address matches for both. So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Headquarters,Madame Tussaud's New York LLC," 234 W 42nd St
New York, NY 10036-7215,
United States ",212-512-9600 ,78537873/839867277,
,196361380,808172428,METROPLEX CONTROL,METROPLEX CONTROL,,12903 DELIVERY,,SAN ANTONIO,TX,C,After research on the web found better DUNS,605730659," On hoovers for JUNE DUNS we found company name "" ISI Controls Ltd"" and address matches completely and for MAY DUNS we found company name ""McFsa, Ltd. "" and address matches completely. After research on web found better dUNS with company name ""MCS & Metroplex Control System "" and address matches completely.

",,-,Single Location,MCS & Metroplex Control System,"12903 Delivery
San Antonio, TX 78247-3476, 
United States",210-495-5245,605730659,
,25195446,36988696,WORLD HARVEST CHURCH,WORLD HARVEST CHURCH,,PO BOX 100,,COLUMBUS,OH,C,After research on the web found better DUNS,123192403," On hoovers for JUNE DUNS we found company name ""Spm Lumping & Labour Service "" and address is different. For MAY DUNS we found company name ""Pekka ja Tuula Kangas Ky "" and address is different. After research on web found better dUNS with company name ""WORLD HARVEST CHURCH, INC. "" and address matches completely.

",,-,Headquarters,"WORLD HARVEST CHURCH, INC.","4595 Gender Rd, Canal Winchester, OH 43110-9149, United States ",614-837-1990 ,123192403,
,185484222,809166395,K2 PARTNERING.,K2 PARTNERING,,235 PROMENADE ST,,PROVIDENCE,RI,D,After research on the web found possible DUNS,185484222/809166395,"On hoovers for JUNE DUNS we found company name "" K2 Partnering Solutions, Inc."" and address matches completely and for MAY DUNS we found company name "" K2 Human Capital Solutions, Inc"" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters/Headquarters,"K2 Partnering Solutions, Inc.","235 Promenade St Rm 104
Providence, RI 02908-5765, 
United States",401-228-0777 ,185484222/809166395,
,9732612,110086647,HARRIS HILL NURSING,HARRIS HILL NURSING,,560 DELAWARE AVE,,BUFFALO,NY,D,After research on the web found possible DUNS,9732612/110086647,"On hoovers for JUNE DUNS we found company name "" Harris Hill Health Care"" and address matches completely and for MAY DUNS we found company name "" Harris Hill Nursing Facility"" and address matches completely. So both JUNE and MAY DUNS are considered.

",,June/May,Single Location/Single Location,Harris Hill Health Care,"560 Delaware Ave
Buffalo, NY 14202-1212, 
United States",,9732612/110086647,
,88402441,784499308,DESIGNS BY FMC INC,DESIGNS BY FMC INC,,1533 60TH ST,,BROOKLYN,NY,D,After research on the web found possible DUNS,88402441/784499308,"On hoovers for JUNE DUNS we found company name "" Silverspeck Co"" and address matches completely and for MAY DUNS we found company name "" Designs By F.M.C. Inc."" and address matches completely. So both JUNE and MAY DUNS are considered.

",,June/May,Single Location/Single Location,Designs By F.M.C. Inc.,"1533 60th St
Brooklyn, NY 11219-5023, 
United States",718-437-4852,88402441/784499308,
,79103804,884977307,ALLNET INC,ALLNET INC,,2680 UNITED LN,,ELK GROVE VILLAGE,IL,D,After research on the web found possible DUNS,79103804/884977307," On hoovers for JUNE DUNS we found company name ""ALLNET, INC. "" and address matches completely and for MAY DUNS we found company name ""CATALYST AV, INC. "" and address matches completely. So both JUNE and MAY DUNS are considered.


",,June/May,Single Location/Single Location,"ALLNET, INC.","2680 United Ln
Elk Grove Village, IL 60007-6821, 
United States",847-860-0082,79103804/884977307,
,25310711,182935861,MARSHALL WACE N AMRC,MARSHALL WACE N AMRC,,350 PARK AVE FL 18,,NEW YORK,NY,D,After research on the web found possible DUNS,25310711/025310711,"On hoovers for JUNE DUNS we found company name "" Marshall Wace North America LP"" and address matches completely and for MAY DUNS we found company name "" Marshall Wace North America LP"" and address matches completely. So both JUNE and MAY DUNS are considered.

",,June/May,Single Location/Single Location,Marshall Wace North America LP,"350 Park Ave Fl 18
New York, NY 10022-6057, 
United States",212-235-2800 ,25310711/025310711,
,832426782,948609995,N. AMERICAN RESCUE,N AMERICAN RESCUE,,35 TEDWALL CT,,GREER,SC,D,After research on the web found possible DUNS,832426782/948609995,"On hoovers for JUNE DUNS we found company name "" North American Rescue, LLC"" and address matches completely and for MAY DUNS we found company name "" Old Nar, Inc."" and address matches completely. So both JUNE and MAY DUNS are considered.

",,June/May,Single Location/Single Location,"North American Rescue, LLC","35 Tedwall Ct
Greer, SC 29650-4791, 
United States",864-675-9800 ,832426782/948609995,
,834520884,615723459,CHURCH OF SCIENTOLOG,CHURCH OF SCIENTOLOG,,1308 L RON HUBBARD WAY,,LOS ANGELES,CA,A,Accepted original DUNS based on input data given,834520884,we could find JUNE DUNS on hoovers with input company name and address.  For MAY DUNS we could find same company name where address matches partially.,,June,Branch,Church of Scientology International,"1308 L Ron Hubbard Way, Los Angeles, CA 90027-5902,  United States",323-953-3345 ,,178296778
,969573414,80534464,LIFES WORC INC,LIFES WORC INC,,1501 FRANKLIN AVE,,GARDEN CITY,,B,After research on the web accept original DUNS,80534464,We could not find any record with JUNE DUNS. For MAY DUNS we could find input company name and address matches.,,May,Headquarters,W LIFE'S O R C INC," 1501 Franklin Ave
Mineola, NY 11501-4803,
United States ",516-302-1800 ,,
,152057683,52643461,ALUSUISSE OF AMERICA,3A COMPOSITES USA,,PO BOX 507,,BENTON,KY,B,After research on the web accept original DUNS,52643461,We could find same company name with JUNE DUNS where address is different. For MAY DUNS we could find input company name and address matches.,,May,Branch,3A COMPOSITES USA INC.," 208 W 5th St
Benton, KY 42025-1133,
United States ",270-527-4200 ,,480002435
,149803608,20764973,CA ASSOC OF REALTORS,CA ASSOC OF REALTORS,,525 S VIRGIL AVE,,LOS ANGELES,CA,B,After research on the web accept original DUNS,20764973,We could find different company name with JUNE DUNS where address matches fully. For MAY DUNS we could find input company name and address matches.,,May,Headquarters,"California Association of Realtors, Inc."," 525 S Virgil Ave
Los Angeles, CA 90020-1403,
United States ",213-739-8272 ,,
,837162499,146891965,CAPITAL VIDEO,CAPITAL VIDEO CORP,,44 BEDSON RD,,CRANSTON,RI,B,After research on the web accept original DUNS,146891965,We could not find any record with JUNE DUNS. For MAY DUNS we could find input company name and address matches.,,May,Headquarters,Capital Video Corporation," 44 Bedson Rd
Cranston, RI 02910-4902,
United States ",401-461-2200,,
,2003240,120995436,G MELLO DISPOSAL,G MELLO DISPOSAL,,95 TENNEY ST,,GEORGETOWN,MA,B,After research on the web accept original DUNS,120995436,We could find different company name with JUNE DUNS where address matches fully. For MAY DUNS we could find input company name and address matches.,,May,Single Location,G. Mello Disposal Corp.," 95 Tenney St
Georgetown, MA 01833-2206,
United States ",978-352-7340,,
,43150892,47260591,J L FRENCH CORP,NEMAK USA INC,,PO BOX 1024,,SHEBOYGAN,WI,B,After research on the web accept original DUNS,47260591,We could not find any record with JUNE DUNS. For MAY DUNS we could find input company name and address matches.,,May,Headquarters,NEMAK USA INC.," 3101 S Taylor Dr
Sheboygan, WI 53081-8424,
United States ",920-458-7724 ,,
,876976502,3089752,TRIANGLE SIGN & SERVICE,TRIANGLE SIGN SERVICE,,11 AZAR CT,,HALETHORPE,MD,B,After research on the web accept original DUNS,3089752,We could find different company name with JUNE DUNS where address matches partially. For MAY DUNS we could find input company name and address matches partially.,,MAY,Single Location,"Triangle Sign & Service, LLC","11 Azar Ct
Baltimore, MD 21227-1504, 
United States",410-247-5300,,
,965554079,15267618,CENTERPLAN CONSTRUCT,CENTERPLAN CONSTRUCT,,10 MAIN ST,,MIDDLETOWN,CT,D,After research on the web found possible DUNS,965554079/015267618,"On hoovers for JUNE DUNS we found company name ""Centerplan Construction Company LLC "" and address matches completely and for MAY DUNS we found company name "" Centerplan Aviation LLC"" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters/Single Location,Centerplan Construction Company LLC," 10 Main St Ste B
Middletown, CT 06457-3407,
United States ",860-398-5390 ,965554079/015267618,
,615269045,363652678,LANE COMPANY,CFLANE LLC,,303 PERIMETER CTR N,,ATLANTA,GA,D,After research on the web found possible DUNS,615269045/363652678,"On hoovers for JUNE DUNS we found company name ""Lane Services, LLC "" and address matches completely and for MAY DUNS we found company name ""Cflane, LLC "" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters/Headquarters,"Lane Services, LLC"," 303 Perimeter Ctr N #200
Atlanta, GA 30346-3402,
United States ",678-681-7200 ,615269045/363652678,615269045
,801093303,1162171,ULBRICH,ULBRICH,,153 WASHINGTON AVE,,NORTH HAVEN,CT,D,After research on the web found possible DUNS,801093303 / 001162171,"On hoovers for JUNE DUNS we found company name "" Ulbrich International Sales Corporation"" and address matches completely and for MAY DUNS we found company name ""ULBRICH STAINLESS STEELS & SPECIAL METALS, INC. "" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location /Headquarters,Ulbrich International Sales Corporation," 153 Washington Ave
North Haven, CT 06473-1710,
United States ",203-239-4481 ,801093303 / 001162171,1162171
,51244031,49920689,UNIVERSAL SEC INSTR,UNIVERSAL SEC INSTR,,11407 CRONHILL DR STE A,,OWINGS MILLS,MD,D,After research on the web found possible DUNS,51244031/49920689,"On hoovers for JUNE DUNS we found company name ""USI Electric Inc "" and address matches completely and for MAY DUNS we found company name ""UNIVERSAL SECURITY INSTRUMENTS, INC. "" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters/Headquarters,"UNIVERSAL SECURITY INSTRUMENTS, INC."," 11407 Cronhill Dr Ste A
Owings Mills, MD 21117-6218,
United States ",410-363-3000 ,51244031/49920689,
,93546901,879368629,LAFOURCHE PARISH SCH,LAFOURCHE PARISH SCH,,805 E 7TH ST,,THIBODAUX,LA,D,After research on the web found possible DUNS,93546901 / 879368629,"On hoovers for JUNE DUNS we found company name ""Lafourche Parish School Board Inc "" and address matches completely and for MAY DUNS we found company name "" Lafourche Parish School Board Inc"" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Branch,Lafourche Parish School Board Inc," 805 E 7th St
Thibodaux, LA 70301-3606,
United States ",,93546901 / 879368629,
,81080558,831986567,KIMBELL ART FOUND,KIMBELL ART FOUND,,3333 CAMP BOWIE BLVD,,FORT WORTH,TX,D,After research on the web found possible DUNS,81080558 / 831986567,"On hoovers for JUNE DUNS we found company name ""KIMBELL ART FOUNDATION"" and address matches completely and for MAY DUNS we found company name ""Kimbell Art Foundation "" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Branch,KIMBELL ART FOUNDATION," 3333 Camp Bowie Blvd
Fort Worth, TX 76107-2744,
United States ",817-336-6100 ,81080558 / 831986567,81080558
,29472946,119723729,BINDER&BINDERTNSSDA,BINDERBINDERTNSSDA,,300 RABRO DR,,HAUPPAUGE,NY,D,After research on the web found possible DUNS,29472946 / 119723729,"On hoovers for JUNE DUNS we found company name ""Binder & Binder L.L.C. "" and address matches completely and for MAY DUNS we found company name ""Binder & Binder L.L.C. "" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Branch  / Branch,Binder & Binder L.L.C.," 300 Rabro Dr Ste 6699
Hauppauge, NY 11788-4236,
United States ",312-726-6399,29472946 / 119723729,10677973
,827894549,174881524,VISION LOGISTICS,UV LOGISTICS,,PO BOX 81008,,LAFAYETTE,LA,D,After research on the web found possible DUNS,827894549 / 174881524,"On hoovers for JUNE DUNS we found company name ""Uv Logistics Acquisition Holding Corp "" and address matches completely and for MAY DUNS we found company name ""UV LOGISTICS, LLC "" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Headquarters,Uv Logistics Acquisition Holding Corp," 4021 Ambassador Caffery Pkwy Ste 200
Lafayette, LA 70503,
United States ",337-291-6700 ,827894549 / 174881524,
,58338286,12700949,CERTIFIED POWER INC,CERTIFIED POWER INC,,970 CAMPUS DR,,MUNDELEIN,IL,D,After research on the web found possible DUNS,58338286 / 012700949,"On hoovers for JUNE DUNS we found company name ""CERTIFIED POWER, INC. "" and address matches completely and for MAY DUNS we found company name "" Certified Power, Inc."" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Branch,"CERTIFIED POWER, INC."," 970 Campus Dr
Mundelein, IL 60060-3803,
United States ",847-573-3800 ,58338286 / 012700949,58338286
,74838848,16261669,NATIONAL COUNCL ON AGING,NATIONAL COUNCL ON AGING,,251 18TH ST S # 500,,ARLINGTON,VA,D,After research on the web found possible DUNS,74838848 / 016261669,"On hoovers for JUNE DUNS we found company name ""NATIONAL COUNCIL ON AGING, INC. "" and address matches completely and for MAY DUNS we found company name "" National Council On Aging Foundation, Inc."" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Single Location,"NATIONAL COUNCIL ON AGING, INC."," 251 18th St S Ste 500
Arlington, VA 22202-3410,
United States ",202-479-1200 ,74838848 / 016261669,74838848
,47499421,361476810,TOWN OF CORNELIUS,TOWN OF CORNELIUS,,21445 CATAWBA AVE,,CORNELIUS,NC,D,After research on the web found possible DUNS,47499421 / 361476810,"On hoovers for JUNE DUNS we found company name ""Town of Cornelius "" and address matches partially/completely and for MAY DUNS we found company name ""Town of Cornelius "" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Branch,Town of Cornelius," 21445 Catawba Ave
Cornelius, NC 28031-8527,
United States ",704-892-6031 ,47499421 / 361476810,47499421
